"",Статус,Населений пункт,Потребуючі,Що передаємо,К-сть осіб,Набір звичайний,Набір сімейний,дорослі щітки,доросла паста,шампунь,мило,жіночі прокладки,підгузки дитячі,підгузки дорослі
587,очікує відправки,Суми,ВПО з Луганської обл. сімʼя з дитиною 8р ,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
588,очікує відправки,С. Довжок Вінницька обл,ВПО з Херсонькох обл. мати з дитиною 12р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
589,очікує відправки,Мирне Донецька обл,"Сімʼя з прифронтового міста, дитина 1р","предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,1,""
590,очікує відправки,Одеса,"ВПО багатодітна сімʼя з Миколаїівської обл. 5р, 14р, 17р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
591,очікує відправки,Знамʼянка,ВПО з Красного Лиману (Донецька обл) 4 жінки (бабуся з інвалідністю) та 1 дитина 13р,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
592,очікує відправки,Чугуїв,ВПО сімʼя з Харківської обл. дитина 13р ,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
593,очікує відправки,Старий Самбір,"ВПО з Донецької обл. сімʼя 9 людей (4 дітей - 9м, 3р, 5р, 13р), 2 інваліди 2 гр","предмети особистої гігієни, продукти харчування
",9,"",2,9,2,2,5,3,1,""
594,очікує відправки,Запоріжжя,ВПО з Запорізької обл. сімʼя 2 дітей (5р та 13р),"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
595,очікує відправки,Чернухи Полтавська обл,"ВПО з донецька, а потім словʼянська сімʼя з дітьми 3р та 9м","предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
596,очікує відправки,Вінниця,Сімʼя з дитиною 2м,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,1,""
597,очікує відправки,Мерефа Харківська обл,ВПО з Харкова сімʼя з двома дітьми 7 і 14р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
598,очікує відправки,Ярославка Одеська обл,"ВПО з Донецької обл. 2 дітей 7р та 15р, 2 пенсінеори","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
599,очікує відправки,Харків,Сімʼя з дитиною 4р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
600,очікує відправки,Глухів,"Багатодітна сімʼя 8р, 2р, 16р","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,1,"",""
601,очікує відправки,Київ,Мама з двома дітьки 2р та 11р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,1,""
602,очікує відправки,"","","предмети особистої гігієни, продукти харчування
","","","","","","","","","",""
603,очікує відправки,Стрижавка Вінницька обл,"ВПО з Донецької обл син 7м, мама-пенсіонерка","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,1,""
604,очікує відправки,Курахове,ВПО з Донецької обл двоє дітей 11р та 2м,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
605,очікує відправки,Павлоград,ВПО з Словʼянська двоє дітей 1р та 11р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,1,""
606,очікує відправки,Львів,"ВПО з Сумської обл 2 дітей (12р, 1р)","предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,1,""
607,очікує відправки,с. Новоселівка Одеська обл,"багатодітна сім'я з дітьми 14, 10, 6, 1р","предмети особистої гігієни, продукти харчування
",6,"",2,5,2,2,3,4,розмір 4 - 1 шт,""
608,очікує відправки,Харків,ВПо з Харківської обл. ,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
609,очікує відправки,Одеса,ВПО з Херсона дитина 10р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
610,очікує відправки,Камʼянське,ВПО з Донецькох обл. самотня мама з дитиною 11р та бабусею ,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
611,очікує відправки,Перечин Закарпатська обл,мама з двома дітьми 2р і братом з інвалідністю,"предмети особистої гігієни, продукти харчування
",4,"",1,2,1,1,2,1,розмір 6 - 2 шт,""
612,очікує відправки,Билбасівка Донецька обл,Сімʼя з Словʼянська 10р та 7р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
613,очікує відправки,Ужгород,ВПО з Донецької обл: мама з двома дітьми 14 і 8р + пенсіонерка,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
614,очікує відправки,Верхньодніпровськ ,Пенсіонери ВПО з Запорізької обл,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,"","",""
615,очікує відправки,Нова Одеса ,ВПО з Миколаєва: мама з дітьми 13 і 9р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
616,очікує відправки,Ужгород,ВПО з Херсону: мама з дітьми 13 і 3р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
617,очікує відправки,Ужгород,ВПО з Донецької обл: мама з двома дітьми 10 і 8р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
618,очікує відправки,Одеса,ВПО самотня мама з дитиною 7р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
619,очікує відправки,Ужгород,ВПО з Херсону: пенсіонерка,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
620,очікує відправки,Ужгород,ВПО із Запоріжжя: мама з дитиною 6р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
621,очікує відправки,Подвірки Харківська обл,Мама з дитиною півроку,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,1,""
622,очікує відправки,Львів,ВПО з Бахмуту: мама з дітьми 11 і 4р + два пенсіонери,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,2,"",""
623,очікує відправки,Шпола Черкаська обл,ВПО з Донецької обл 2 інваліди,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
624,очікує відправки,Берегово Закарпатська обл,ВПО із Запоріжжя: мама з донькою 8р + пенсіонерка,"предмети особистої гігієни, продукти харчування
",3,"",1,3,1,1,1,2,"",""
625,очікує відправки,Кілія Одеська обл,пенсіонер-інвалід ІІІ гр,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
626,очікує відправки,Безлюдівка Харківська обл,безробітна сімʼя з дитиною 15р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
627,очікує відправки,с. Ганнівка Хмельницька обл,ВПО з Донеьцкої обл: сім'я з дитиною 15 р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
628,очікує відправки,Люботин Харківська обл,"дві сім'ї, що постраждали від війни: в одній - дитина 8м, в іншій - 10 і 12р","предмети особистої гігієни, продукти харчування
",7,"",2,6,2,2,4,4,розмір 4 - 1 шт,""
629,очікує відправки,Журавно,ВПО з 2 дітьми 17р та 7р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
630,очікує відправки,Дружківка,"2 пенсіонери. живуть окремо, але в одному місті, тобто як два набори, але в 1 коробці","предмети особистої гігієни, продукти харчування
",2,1,"",2,2,2,2,"","",""
631,очікує відправки,Черкаси,"ВПО з Донецької обл сімʼя з сином, безробітні","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,"","",""
632,очікує відправки,Черкаси,ВПО з Краматорська мама-вдова з двома дітьми 11р 12р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
633,очікує відправки,Дружківка,Сімʼя з дитиною 15р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
634,очікує відправки,Київ,ВПО з Донецької обл. 7 людей,"предмети особистої гігієни, продукти харчування
",7,"",2,7,2,2,3,2,"",""
635,очікує відправки,Краматорськ,ВПО самотня жінка,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,1,"",""
636,очікує відправки,Київ,ВПО з Попасна сімʼя з дитиною 1м,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,1,""
637,очікує відправки,Прилуки," сімʼя діти 16р та 1р, дві бабусі-пенсінерки","предмети особистої гігієни, продукти харчування
",6,"",1,5,1,1,3,1,1,""
638,очікує відправки,Скороходове Полтавська обл,"ВПО з Харкова, 2 жінки-пенсііонерки","предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,"","",""
639,очікує відправки,Лубни,"ВПО з Полтавської обл.діти  10р, 16р,","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,2,"",""
640,очікує відправки,Харків,Самотня мама з 2дітьми 12р та 3м,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,1,""
641,очікує відправки,Дружківка,Самотня жінка,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
642,очікує відправки,Дружківка,ВПО з Запорізької обл. двоє дітей 5р та 11р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
643,очікує відправки,Харків,Сімʼя з двома дітьми 5 та 12р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
644,очікує відправки,Харків,"Велика сімʼя діти 4 і 13р, пенсіонери","предмети особистої гігієни, продукти харчування
",7,"",2,7,2,2,2,2,"",""
645,очікує відправки,Кременчук,ВПО з Харкова сімʼя з дитиною 9р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
646,очікує відправки,Одеса,Безробітна мати з дитиною 11р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
647,очікує відправки,Харків,Інвалід 1групи,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
648,очікує відправки,Дніпро,ВПО з Донецької обл двоє дітей 9р та3 р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
649,очікує відправки,Дніпро,ВПО з Сєвєродонецька 3 дорослих та 1 дитина,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,1,"",""
650,очікує відправки,Бровари,ВПО з Харківської обл. мати з дитиною 4р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
651,очікує відправки,Лебедин Сумська обл,ВПО з Сумської обл,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
652,очікує відправки,Зорівка Черкаська обл,"Самотня багатодітна мама 1р, 4р, 10р","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
653,очікує відправки,Бориспіль,ВПО з Луганської обл. сімʼя 2 дітей 10р та 2р,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,2,"",""
654,очікує відправки,Камʼянське,ВПо з Донецької обл. двоє дітей 8р та 6р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
655,очікує відправки,Львів,ВПО з Запоріжжя 2 дітей 13р та 17р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
656,очікує відправки,Київ,ВПО з Бердянська мати з дитиною 3р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,"",""
657,очікує відправки,Монастириська,ВПО з Миколаєва мати.з дитиною 3р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
658,очікує відправки,Кропивницький,ВПО з Херсонськох обл. самотня мати з двома дітьми 12р та 8р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
659,очікує відправки,Дніпро,Самотня мама з сином 2р ,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,1,""
660,очікує відправки,Богодухів,ВПО бабуся,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
661,очікує відправки,Могилів-Подільський,ВПО самотня мама з двома дітьми,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
662,очікує відправки,смт Казанка Миколаїівська обл,ВПО з Миколаїівської обл. сімʼя з двома дітьми 1 і 4р,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
663,очікує відправки,Кривий Ріг,Бабуся 86р,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
664,очікує відправки,Харків,Самотня мама з дитиною 3р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,"",""
665,очікує відправки,Краснокутська Харківська обл,ВПО з Харкова сімʼя з дитиною 4р безробітні,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
666,очікує відправки,Харків,"ВПО з Харкова, сімʼя з дитиною 15р","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
667,очікує відправки,Узин Киїівська обл,"Мама з 2 дітьми, та 2 пенсіонери","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,1,"",""
668,очікує відправки,Полтава,Впо з Краматорська двож дітей 5р та 3м,"предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,1,1,""
669,очікує відправки,Київ,ВПО мама з дитиною 1р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,1,""
670,очікує відправки,Меденичі,"ВПО з Харківської обл. мати з донькою 16р, батьки- пенсінери","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
671,очікує відправки,Угринів,ВПО з Херсонськох обл. ,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
672,очікує відправки,Кривий Ріг,Одинова пенсіонерка,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
673,очікує відправки,Павлоград,ВПО з Донецької обл мати з 2 дітьми 20р та 11р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,"","",""
674,очікує відправки,Івано-франківськ,ВПО з Пологи,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
675,очікує відправки,Шрамківка Черкаська обл,ВПО з Ізюму сімʼя з дитиною 14р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
676,очікує відправки,Калуш,Впо з запоріжжя сімʼя з 2дітьми 2р 7р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,1,""
677,очікує відправки,Панютине Харківська обл,"Багатодітна самотня мама з дітьми 6м, 9р, 8р ","предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
678,очікує відправки,Кривий Ріг,Самотня дівчина 20р,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,1,"",""
679,очікує відправки,Краснопілка Вінницька обл,Одинока багатодітна мама 9р 7р 15р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
680,очікує відправки,Ізмаїл,Безробітна сімʼя з дітьми 5р та 1м,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
681,очікує відправки,Харків,Самотня бабуся,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
682,очікує відправки,Смт.Краснокутськ. ,"ВПО з Харкова, 7 осіб ","предмети особистої гігієни, продукти харчування
",7,"",2,7,2,2,3,2,"",""
683,очікує відправки,Запоріжжя,ВПО з Токмак сімʼя з двома дітьми 4р та 8р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
684,очікує відправки,Богодухів,"Сімʼя з донькою онкохворою, ще дитина 1.5р, 7р","предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
685,очікує відправки,новопокровка харківська обл,ВПО з Харківської обл дитиною 9р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
686,очікує відправки,Надрічне,самотня мати з дитиною 13р,"предмети особистої гігієни, продукти харчування ",2,1,"",2,1,1,1,1,"",""
687,очікує відправки,Київ,ВПО з Луганської обл. сімʼя дитина 12р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
688,очікує відправки,Покров,ВПО з Донецької обл. мати з двома дітьми 6р та 2р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,"",""
689,очікує відправки,Красноград,ВПО з Харківс.обл двоє дітей 10р та 14р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
690,очікує відправки,Київ,ВПО з Ізюму самотня жінка,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
691,очікує відправки,Крижопіль,"ВПО з Маріуполя, двоє дітей 9р 15р","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
692,очікує відправки,Хорошів,Сімʼя з 2 дітьми 17р та 2р,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
693,очікує відправки,Токарівка Миколаїівська обл,ВПО з Миколаївськ. обл діти 13р та 2р безробітні батьки,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
694,очікує відправки,Киїів,ВПО з Луганської обл. діти 5р та 9р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
695,очікує відправки,Кропивницький,ВПО з Миколаївської обл сімʼя з 2 дітьми 3р та 6р,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,"",""
696,очікує відправки,Лубни,Одинова мати з дитиною 4р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
697,очікує відправки,Черкаси,ВПО з Маріуполя багатодітна сімʼя 11р 14р 2р  ,"предмети особистої гігієни, продукти харчування
",5,"",1,4,1,1,2,1,1,""
698,очікує відправки,Харків,ВПО з Харківської обл 2 дитини 14р 9р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
699,очікує відправки,Мерефа Харків.обл,ВПО самотня мама багатодітна 6р 4р 3р,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,"",""
700,очікує відправки,Калуш,ВПО з Харкова мати з дитиною 2р,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,1,""
701,очікує відправки,Виноградівка Одеська обл,Безробітні батьки з дітьми  6р та 6м,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,1,""
702,очікує відправки,Калуш,ВПО сімʼя з дитиною 7р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
703,очікує відправки,Івано-франківськ,ВПО з Херсона мати з сином 8р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
704,очікує відправки,Запоріжжя,Самотня мама з дитино. 1р ВПО,"предмети особистої гігієни, продукти харчування
(по можливості дитячу суміш)",2,1,"",1,1,1,1,1,1,""
705,очікує відправки,Івано-франківськ,ВПО з Харкова 2 доньки 8р та 18р та бабуся з інвалідністю ,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
706,очікує відправки,Умань Черкаська обл,ВПО з Донецької обл - мама з дітьми 13 і 10р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
707,очікує відправки,Немирів,мама з дитиною 6м + два пенсіонери,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,розмір 4 - 1 шт,""
708,очікує відправки,Золочів Харківська обл,сім'я з дітьми 13 і 6р в районі бойових дій,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
709,очікує відправки,Виноградів Закарпатська обл,ВПО з Харкова,"предмети особистої гігієни, продукти харчування
",1,"",1,1,1,1,1,1,"",""
710,очікує відправки,Мукачево,ВПО зі Слов'янська: сім'я з двома пенсіонерами-інвалідами,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,2,"",""
711,очікує відправки,Краснокутська Харківська обл,ВПО з Харкова: мама з дитиною 5р і пенсіонерка,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
712,очікує відправки,Стрий Львівська обл,ВПО з Харківської обл: мама з дитиною-інвалідом 12р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
713,очікує відправки,Харків,пенсіонерка-інвалід,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,"","",""
714,очікує відправки,Теплик Вінницька обл,ВПО з Донецької обл: одинока мама з 4 дітьми + пенсіонерка,"предмети особистої гігієни, продукти харчування
",6,"",1,6,1,1,2,4,"",""
715,очікує відправки,"Вишнева, Київська обл","Сім'я, двоє дітей 3 та 13р, двоє пенсіонерів ","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,1,"",""
716,очікує відправки,смт Васильківка Дніпропетровська обл,ВПО з Покровського: мама з дітьми 10 і 7р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
717,очікує відправки,Мукачево,ВПО з Харківської обл: мама з дітьми 6 і 2р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,1,"",""
718,очікує відправки,Ніжин Чернігівська обл,пенсіонерка-інвалід,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
719,очікує відправки,Прилиманське Одеська обл,сім'я з п'ятьма неповнолітніми дітьми,"предмети особистої гігієни, продукти харчування
",7,"",2,7,2,2,3,4,"",""
720,очікує відправки,Запоріжжя,ВПО з Нікополя,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,1,"",""
721,очікує відправки,Немирів Вінницька обл,"одинока мама з двома дітьми, одна - інвалід + пенсіонерка","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,1,6,"",""
722,очікує відправки,Старий Самбір,"ВПО з Дніпрорудного: мама з дитиною 2р + 2 пенсіонери. тато поранений на війні, в лікарні","предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
723,очікує відправки,смт Захарівка Одеська обл,ВПО із Запоріжжя: одинока мама з дітьми 13 і 4р,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
724,очікує відправки,Покровськ Донецька обл,мама-одиначка із дитиною 11м,"предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,розмір 4 - 1 шт,""
725,очікує відправки,Виноградів,ВПО з Краматорська: пенсіонерка,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,"",1,"","",""
726,очікує відправки,Запоріжжя,ВПО із Запорізької обл: сім'я з трьома дітьми,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,4,"",""
727,очікує відправки,с. Велика Олександрівка Київська обл,"багатодітна мама-одиначка з чотирма дітьми, одна дитина має синдром Дауна","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,4,"",""
728,очікує відправки,Криве Озеро Миколаївська обл,"сім'я з дитиною 10 р, безробітні","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
729,очікує відправки,с. Чубинське Київська обл,ВПО з Луганської обл: 6 чоловік і дитина 10р,"предмети особистої гігієни, продукти харчування
",7,"",2,7,2,2,4,4,"",""
730,очікує відправки,Івано-франківськ,ВПО з Мелітополя: сім'я з двома дітьми 4 і 1р,"предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,1,розмір 4 - 1 шт,""
731,очікує відправки,Чернігів,"ВПО з Чернігівської обл: безробітна сім'я з дитиною 3р, жінка вагітна","предмети особистої гігієни, продукти харчування
",4,"",1,3,1,1,2,4,розмір 2 - 1 шт,""
732,очікує відправки,с. Ков'яги Харківська обл,"ВПО з Харкова: мама з дітьми 10 і 1,5р","предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,розмір 5 - 1 шт,""
733,очікує відправки,смт Манченки Харківська обл,"ВПО з Харкова: тато - інвалід, дитині 15р","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
734,очікує відправки,Ужгород,ВПО з Бахмуту: пенсіонерка-інвалід,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
735,очікує відправки,Ужгород,ВПО з Маріуполя,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
736,очікує відправки,Слов'янськ,"місцеві безробітні, доглядають старих батьків","предмети особистої гігієни, продукти харчування
",6,"",2,6,2,2,2,4,"",""
737,очікує відправки,Івано-Франківськ,ВПО з Бердянська: три пенсіонери,"предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,"","",""
738,очікує відправки,смт Березанка Миколаївська обл,"сім'я з трьома дітьми, одна дитина інвалід","предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,3,"",""
739,очікує відправки,Дніпро,ВПО з Донецької обл: одинока мама з дитиною 13р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
740,очікує відправки,Харків,одинока мама з двома дітьми + пенсіонери,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,1,3,"",""
741,очікує відправки,Запоріжжя,мама-інвалід і син,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
742,очікує відправки,с. Горенка Київська обл,"ВПО із Житомирської обл, пошкоджений будинок, в сім'ї інвалід","предмети особистої гігієни, продукти харчування
",3,1,"",3,1,1,1,2,"",""
743,очікує відправки,Корюківка Чернігівська обл,ВПО з Чернігівської обл: мама і дитина 3р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
744,очікує відправки,Покров Дніпропетровська обл,одинока мама і п'ятеро дітей,"предмети особистої гігієни, продукти харчування
",6,"",2,2,2,2,2,8,"",""
745,очікує відправки,Дніпро,ВПО із Луганської обл: пенсіонери,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,"","",""
746,очікує відправки,Одеса,малозабезпечена одинока мама і дитина-інвалід,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
747,очікує відправки,Запоріжжя,ВПО з Енергодару: мама з дитиною 7р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,1,"",""
748,очікує відправки,Тараща Київська обл,одинока мама з чотирма дітьми,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,4,"",""
749,очікує відправки,с. Минай Закарпатська обл,ВПО із Авдіївка: сім'я з двома дітьми + пенсіонерка,"предмети особистої гігієни, продукти харчування
",5,"",1,5,1,1,2,6,"",""
750,очікує відправки,Ужгород,ВПО з Харкова: мама з донькою 14р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
751,очікує відправки,Київ,ВПО із Сум: двоє дорослих і двоє дітей 8 і 4р,"предмети особистої гігієни, продукти харчування
",4,"",1,4,1,1,2,1,"",""
752,очікує відправки,Ужгород,ВПО з Харкова,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
753,очікує відправки,Харків,одинокий пенсіонер,"предмети особистої гігієни, продукти харчування
",1,1,"",1,1,1,1,"","",""
754,очікує відправки,Запоріжжя,"ВПО із Запорізької обл: мама з дитиною 1,5р","предмети особистої гігієни, продукти харчування
",2,1,"",1,1,1,1,1,"",""
755,очікує відправки,Львів,"ВПО із Донецької обл: дві жінки, дві дитини, три пенсіонерки","предмети особистої гігієни, продукти харчування
",7,2,"",7,2,2,4,2,"",""
756,очікує відправки,Кам'янське ,ВПО з Донецької обл: мама з дітьми 2 і 5р,"предмети особистої гігієни, продукти харчування
",3,1,"",2,1,1,1,1,"",""
757,очікує відправки,Ужгород,ВПО з Харкова: мама з донькою 13р,"предмети особистої гігієни, продукти харчування
",2,1,"",2,1,1,1,2,"",""
